from_node,to_node,length_m,elevation_change,elevation_gain
461629483,461629482,10.05052249,0.4,0.4
461629483,308022101,9.854318071,0.3,0.3
461629489,10721114738,11.46723456,-0.2,0
461629489,461630327,9.318790828,0,0
461629489,461629490,12.36448483,0,0
461629489,10721114737,10.0080672,0,0
461629490,10721114735,11.36169978,-0.2,0
461629490,461629489,12.36448483,0,0
461629490,461630329,9.214255587,0,0
461629490,10721114736,9.773572542,0,0
461629493,461629494,11.64076249,0,0
461629493,10721102917,11.87086437,-0.2,0
461629493,461630334,10.07241515,0,0
461629493,10721102916,9.447122075,0,0
461629494,10721102922,11.74617329,-0.2,0
461629494,461629493,11.64076249,0,0
461629494,461630335,9.21581838,0,0
461629494,10721102915,9.887934681,0,0
461629500,6407306885,136.0375527,-3.8,0
461629500,461630341,9.974757577,0.3,0.3
461629500,739474131,179.6236357,4.3,4.3
461630321,6437962853,69.65555568,0.7,0.7
461630321,2587513205,44.34039893,1,1
461630321,6447935513,109.4427855,-2.8,0
461630327,461629489,9.318790828,0,0
461630327,10721114740,9.119298247,0,0
461630327,10721114739,11.72757422,-0.1,0
461630327,461630329,12.5102692,0,0
461630329,10721114734,11.87879027,-0.2,0
461630329,10721114741,9.728729268,0,0
461630329,461630327,12.5102692,0,0
461630329,461629490,9.214255587,0,0
461630334,10721102918,12.1486628,-0.1,0
461630334,461629493,10.07241515,0,0
461630334,10721102919,8.835216486,0.1,0.1
461630334,461630335,12.24154842,0,0
461630335,10721102920,9.114877627,0.1,0.1
461630335,10721102921,10.80074068,-0.2,0
461630335,461630334,12.24154842,0,0
461630335,461629494,9.21581838,0,0
461630341,461629500,9.974757577,-0.3,0
461630341,1814571403,54.62247947,1.2,1.2
461630402,6405281341,46.50862013,2.4,2.4
461630402,6405281341,150.818739,2.4,2.4
461630402,6407306885,178.8090464,-6.3,0
461630500,7369033998,6.1554498,-0.1,0
461630500,7369033994,5.526420914,0.1,0.1
461630500,2637979826,8.410354386,-0.1,0
461630500,7369034000,8.449621013,-0.1,0
461630504,7369033995,30.70773841,-0.1,0
461630504,7369034001,3.553009997,0,0
461630504,7369033969,3.882041412,0,0
461630504,1303244710,40.65337793,1.7,1.7
461630506,3731552689,28.08936968,-0.7,0
461630506,1303244867,45.26755462,0.9,0.9
461630506,1303243752,90.4284757,4.9,4.9
461630507,1767739964,33.41678661,1.2,1.2
461630507,1303245823,32.94524525,-1.3,0
461630507,7369033892,18.11291955,0.8,0.8
461630509,7369033923,6.155065048,0.1,0.1
461630509,7369033920,6.924317275,-0.1,0
461630509,7369033918,7.18665377,-0.1,0
461630509,461630510,9.34694224,0,0
461630510,7369033919,7.072891145,-0.1,0
461630510,7369033924,6.401436248,0.1,0.1
461630510,7369033925,6.501449817,0,0
461630510,461630509,9.34694224,0,0
461630515,7369033914,4.177317041,-0.1,0
461630515,2187246459,34.48198727,1.7,1.7
461630515,2187246388,48.90343427,-1.2,0
461630515,2187246393,30.16148703,0.6,0.6
461630518,461630519,56.54560613,1.8,1.8
461630518,1303150717,51.2049535,-2.1,0
461630518,2187246875,181.4583714,-0.3,0
461630519,461630518,56.54560613,-1.8,0
461630519,13336225512,68.236029,-6.3,0
461630519,9269014802,85.22242732,0.7,0.7
461630522,7755269992,7.067450258,0.2,0.2
461630522,7755269987,7.736160059,0.2,0.2
730906859,2139634750,55.7492867,0,0
730906859,10732733202,88.75589301,0.4,0.4
730906859,2139628835,52.69036098,0.7,0.7
739474123,916037142,44.44047875,-3,0
739474123,916037148,31.01737622,0.5,0.5
739474123,916037161,117.3232747,-1.6,0
739474123,916037163,203.8404743,2.1,2.1
739474124,5466265990,9.00806971,-0.1,0
739474124,10723431992,155.4124722,-7.2,0
739474124,10721114741,110.6409069,2.7,2.7
739474126,10721102942,7.464233456,0,0
739474126,10721102947,10.45305675,-0.1,0
739474126,10721102943,10.4534576,0.2,0.2
739474126,739474127,8.736097356,0,0
739474127,10721102944,10.60267192,0.2,0.2
739474127,10721102946,10.66265028,-0.1,0
739474127,10721102945,8.407523127,-0.1,0
739474127,739474126,8.736097356,0,0
739474128,10269783371,8.396410472,0,0
739474128,10721114630,10.30817339,-0.1,0
739474128,10269783368,8.619120651,-0.1,0
739474128,10721114631,10.3537321,-0.2,0
739474131,739474132,8.699064838,0,0
739474131,916037137,104.8000937,0.4,0.4
739474131,461629500,179.6236357,-4.3,0
739474131,10946112646,194.1938529,4.8,4.8
739474132,10946112654,3.276949165,0,0
739474132,739474131,8.699064838,0,0
739474132,10946112647,197.4893487,4.8,4.8
739474132,6397662166,58.34646432,-1.5,0
739479974,1484203409,106.3960083,-4.4,0
739479974,1303243780,54.80072887,0.6,0.6
739479974,1484203377,111.2918049,-0.5,0
908108395,908108431,20.46067153,1,1
908108395,908108566,17.02887644,-1,0
908108402,908108431,15.80895117,-1.7,0
908108402,2267232082,87.26248436,-2.5,0
908108408,7924959736,6.675848351,-0.1,0
908108408,7366852173,5.466761385,0,0
908108408,908108580,125.4679329,3,3
908108431,908108402,15.80895117,1.7,1.7
908108431,908108509,121.1577486,-8.2,0
908108431,908108395,20.46067153,-1,0
908108470,7924960102,16.09969837,0.3,0.3
908108470,2637060815,45.86473393,0.5,0.5
908108470,7366584697,5.595655492,0,0
908108509,908108715,93.87757178,-8.5,0
908108509,908108431,121.1577486,8.2,8.2
908108509,908108584,44.35414212,-0.4,0
908108531,9791175836,8.775269236,-0.1,0
908108539,908108719,37.3139768,-1.1,0
908108539,908108783,106.5538917,-8.2,0
908108539,908108602,31.52043985,1,1
908108541,9791175836,55.74252889,0.4,0.4
908108541,908108580,72.86685506,-1.7,0
908108541,2267312397,30.82964319,6.6,6.6
908108559,908108661,34.72429214,4.1,4.1
908108559,908108609,32.9156221,-4,0
908108559,908108799,117.8903363,-3.5,0
908108566,4070586694,36.15247419,-5.4,0
908108566,908108395,17.02887644,1,1
908108580,908108609,35.08727393,2.5,2.5
908108580,908108541,72.86685506,1.7,1.7
908108580,908108408,125.4679329,-3,0
908108584,908108602,9.037979141,-0.1,0
908108584,2267312392,84.72087617,-6.9,0
908108584,908108509,44.35414212,0.4,0.4
908108602,908108584,9.037979141,0.1,0.1
908108602,908108539,31.52043985,-1,0
908108602,11954201559,38.73852667,6.8,6.8
908108609,908108559,32.9156221,4,4
908108609,908108580,35.08727393,-2.5,0
908108609,908108687,34.21523056,2.7,2.7
908108609,7924959734,118.4849401,-3.3,0
908108661,908108796,51.44297753,6.1,6.1
908108661,908108559,34.72429214,-4.1,0
908108661,908108787,96.69267773,-3.7,0
908108687,908108719,116.0732248,10.9,10.9
908108687,908108609,34.21523056,-2.7,0
908108687,908108783,34.70103087,3.8,3.8
908108702,7924959747,20.80670393,0.4,0.4
908108702,7924959749,11.89403388,-0.3,0
908108702,7366584691,5.084449428,-0.1,0
908108715,908108509,93.87757178,8.5,8.5
908108715,2267312397,34.09972322,-1.9,0
908108715,4070586694,79.86068566,9.3,9.3
908108719,908108539,37.3139768,1.1,1.1
908108719,908108687,116.0732248,-10.9,0
908108719,908108796,32.88642829,0.6,0.6
908108751,908108799,33.48452601,4.1,4.1
908108751,7366584691,31.05184974,-2.7,0
908108751,7924959734,22.80561139,0.3,0.3
908108783,908108539,106.5538917,8.2,8.2
908108783,908108687,34.70103087,-3.8,0
908108783,2267312392,32.08161505,2.4,2.4
908108787,908108799,33.19508513,-3.9,0
908108787,908108661,96.69267773,3.7,3.7
908108787,908108796,91.70088202,9.8,9.8
908108796,2267231947,40.93211053,3.8,3.8
908108796,908108661,51.44297753,-6.1,0
908108796,908108719,32.88642829,-0.6,0
908108796,908108787,91.70088202,-9.8,0
908108799,908108787,33.19508513,3.9,3.9
908108799,908108751,33.48452601,-4.1,0
908108799,908108559,117.8903363,3.5,3.5
908108799,4070996685,66.47783934,-6.9,0
916037104,916037148,8.74405516,0,0
916037104,1728169990,29.28512317,0.2,0.2
916037104,10946112647,6.375076699,-0.2,0
916037104,10721102921,146.3990189,3.3,3.3
916037109,916037137,120.2657925,-0.8,0
916037109,916037142,24.02501038,0.3,0.3
916037109,7099852082,68.82443132,3,3
916037137,916037109,120.2657925,0.8,0.8
916037137,916037161,41.00651613,2.5,2.5
916037137,7099851982,120.3492623,-8.3,0
916037137,739474131,104.8000937,-0.4,0
916037137,3732569009,132.3202081,-9.4,0
916037137,7099851983,45.11678725,-9,0
916037142,916037109,24.02501038,-0.3,0
916037142,739474123,44.44047875,3,3
916037142,916037163,91.19423079,5.1,5.1
916037148,916037104,8.74405516,0,0
916037148,739474123,31.01737622,-0.5,0
916037148,10946112646,6.711014613,-0.2,0
916037148,10721102922,146.2220239,3.3,3.3
916037161,739474123,117.3232747,1.6,1.6
916037161,916037137,41.00651613,-2.5,0
916037161,10946118958,50.99261765,3.8,3.8
916037163,916037142,91.19423079,-5.1,0
916037163,7099852082,66.15427315,-2.4,0
916037163,739474123,203.8404743,-2.1,0
916073664,11951566056,4.148561946,0,0
916073664,2637060665,114.9449264,-6.3,0
916073664,916073674,49.66853149,-2.7,0
916073674,10946118960,2.004082936,0.1,0.1
916073674,916073664,49.66853149,2.7,2.7
916073674,916073694,90.70190897,-5.1,0
916073694,10946112654,27.96345354,-0.3,0
916073694,2637060665,45.43014032,1.5,1.5
916073694,2637060665,155.1719757,1.5,1.5
916073694,916073674,90.70190897,5.1,5.1
1302821170,6410720144,1.994280599,-0.1,0
1302821170,13336233260,93.045374,1.8,1.8
1302821170,1471299551,62.16769929,0.3,0.3
1302821179,1302821294,75.86432578,-7.4,0
1302821179,9269422923,104.1919118,-1.6,0
1302821179,1302822664,27.46111365,2.5,2.5
1302821294,1302821179,75.86432578,7.4,7.4
1302821294,2598709711,94.19007475,7.3,7.3
1302821294,9269278419,48.93342167,0.5,0.5
1302821354,9269014617,51.82832474,0,0
1302821354,9269014820,50.83046066,0.7,0.7
1302821354,1302822844,58.22445426,-3,0
1302821354,1302821901,64.5799132,6,6
1302821425,1302822844,99.65275361,-1.8,0
1302821425,2598709700,33.86046712,1,1
1302821431,3803463106,35.79248327,-3.6,0
1302821431,9269072326,17.84472789,1.8,1.8
1302821431,1302822609,44.32618282,-1,0
1302821431,9269072324,74.69702737,1,1
1302821441,9269278419,91.37026177,1.3,1.3
1302821441,1302821453,77.66934697,2.6,2.6
1302821441,1302821664,81.64403025,2.1,2.1
1302821441,9269278333,71.81096433,-5,0
1302821453,9269422923,36.64946243,4,4
1302821453,1302821441,77.66934697,-2.6,0
1302821453,2187247116,54.66423582,0.7,0.7
1302821453,9269278327,121.5234105,-4.8,0
1302821479,9269014809,30.85694071,1.7,1.7
1302821479,3803463102,61.60414659,1.5,1.5
1302821479,1302823149,86.97241407,-1.5,0
1302821479,1302821937,71.65845779,1.4,1.4
1302821559,1471065423,6.512546318,0.5,0.5
1302821559,9269014619,32.00745525,-2.3,0
1302821559,1302821901,121.0154562,2.3,2.3
1302821664,1302822154,86.23694145,-3.4,0
1302821664,1302821441,81.64403025,-2.1,0
1302821747,9269278679,31.43959766,-1.2,0
1302821747,9269278677,39.86730963,1.9,1.9
1302821812,9269014613,41.05037774,0.7,0.7
1302821812,1302822442,61.9409306,-3.8,0
1302821812,3803463106,23.17779217,2.3,2.3
1302821823,9269422105,42.4979114,2.8,2.8
1302821823,13076852447,157.7684655,-14.1,0
1302821823,9269422091,10.846807,-0.5,0
1302821823,1471065594,51.73042898,1,1
1302821901,9269014615,43.52589314,-0.8,0
1302821901,3803463107,26.0157529,2.6,2.6
1302821901,1302821559,121.0154562,-2.3,0
1302821901,1302821354,64.5799132,-6,0
1302821907,1302822872,14.69047146,0,0
1302821907,13076852407,4.861545321,0,0
1302821907,2187247175,60.32309407,-0.9,0
1302821937,9269014825,25.84829835,0.6,0.6
1302821937,9269014823,38.16688085,2.3,2.3
1302821937,1302821479,71.65845779,-1.4,0
1302822001,9269278333,59.5974963,1.4,1.4
1302822001,2187247169,35.95406953,-0.6,0
1302822001,1302822154,81.0308616,5.1,5.1
1302822001,9269278329,39.62252404,0.8,0.8
1302822038,1302822618,47.64831792,-3.9,0
1302822038,9269422091,53.0134246,4.8,4.8
1302822038,2187247175,55.12398813,3.6,3.6
1302822154,1302821664,86.23694145,3.4,3.4
1302822154,1302822001,81.0308616,-5.1,0
1302822154,9269278677,128.9695805,-10.2,0
1302822187,1457663906,70.79872518,-4.4,0
1302822332,9269014619,26.23042,1.9,1.9
1302822332,13076848004,6.551008077,-0.5,0
1302822332,13076848002,5.248837549,0.1,0.1
1302822442,1302822678,47.68948799,0.3,0.3
1302822442,9269014617,52.24063739,-0.4,0
1302822442,2598709700,27.70740859,-0.6,0
1302822442,1302821812,61.9409306,3.8,3.8
1302822609,1302822678,115.9353531,-8.4,0
1302822609,1471065529,118.0926129,1.1,1.1
1302822609,1302821431,44.32618282,1,1
1302822618,9269278679,37.29877672,1.1,1.1
1302822618,1302822038,47.64831792,3.9,3.9
1302822664,1303151724,32.89029221,-2.4,0
1302822664,1457663906,98.7427023,1.4,1.4
1302822664,1302821179,27.46111365,-2.5,0
1302822664,2187247140,115.7314871,-4,0
1302822678,1302822609,115.9353531,8.4,8.4
1302822678,1302822442,47.68948799,-0.3,0
1302822678,1302823140,99.06691167,0.8,0.8
1302822844,1302821425,99.65275361,1.8,1.8
1302822844,9269014825,58.00463025,-1.3,0
1302822844,1302821354,58.22445426,3,3
1302822872,2187247169,38.18300989,0.3,0.3
1302822872,1302821907,14.69047146,0,0
1302822872,9269423103,5.388954124,0.1,0.1
1302823040,9269072328,37.74590873,-2.6,0
1302823040,1471065539,8.301469976,0.4,0.4
1302823040,2187247134,40.69498076,-1.7,0
1302823084,13076852448,8.451008435,-0.1,0
1302823084,13076852447,6.445531656,-0.1,0
1302823084,1302823140,68.01453292,3,3
1302823140,1302823084,68.01453292,-3,0
1302823140,1302822678,99.06691167,-0.8,0
1302823140,9269072332,54.32739629,3.5,3.5
1302823149,1302821479,86.97241407,1.5,1.5
1302823149,1471299551,37.61393352,0.1,0.1
1303149867,2187246707,35.44341429,0.5,0.5
1303149867,2187246723,37.38201313,-0.2,0
1303149867,1303150361,23.63254902,0.4,0.4
1303149867,1303151833,116.2147306,1.4,1.4
1303149919,2187246987,36.51020478,2.7,2.7
1303149919,1303151197,41.37961186,1.3,1.3
1303149919,1303151833,85.14141022,-2.4,0
1303149938,3800772443,31.32460711,0.4,0.4
1303149938,7369033908,50.04411811,-0.6,0
1303149938,1303152180,121.9155276,10.1,10.1
1303149946,1303149975,51.31959959,4.6,4.6
1303149946,7366852207,23.43725737,-0.4,0
1303149946,7366852178,4.10676416,-0.1,0
1303149975,1303149946,51.31959959,-4.6,0
1303149975,7366852177,3.569226416,0,0
1303149975,1303150950,49.32759379,4.8,4.8
1303150040,2187246782,96.30496595,7.2,7.2
1303150040,1303152303,36.10069925,0.7,0.7
1303150040,1303151168,32.2726816,-0.6,0
1303150220,1303151405,91.29488439,-2,0
1303150220,1303151172,55.6156646,3.8,3.8
1303150220,7366844986,136.1723938,-6.8,0
1303150361,2187246760,39.51524662,0.9,0.9
1303150361,1303149867,23.63254902,-0.4,0
1303150361,2187246854,23.70321922,0.7,0.7
1303150582,2187246969,51.43212778,3,3
1303150582,2267296176,3.549240819,0.1,0.1
1303150582,7366852178,92.26397552,-3.6,0
1303150613,1303152965,59.90926961,1.1,1.1
1303150613,1303152231,117.1843843,10.8,10.8
1303150613,2187246854,54.61844473,-3.8,0
1303150656,2187246987,34.70872501,-3,0
1303150656,2187247049,44.09245243,0.3,0.3
1303150656,2187247102,33.44301595,2.6,2.6
1303150656,2187247005,88.22939671,-1.3,0
1303150678,4020938306,32.93870391,2.3,2.3
1303150678,1303153103,40.27000703,-0.7,0
1303150678,2187246948,40.6022032,1.2,1.2
1303150717,461630518,51.2049535,2.1,2.1
1303150717,2187246739,48.1310636,-1.9,0
1303150717,2187246875,119.5913696,1.8,1.8
1303150794,1303152408,43.36945644,0.7,0.7
1303150794,1303151961,63.22722305,-0.7,0
1303150794,2187246864,98.49969582,-6,0
1303150794,1303153103,58.71825676,-1.9,0
1303150802,1303152724,36.2118578,2.8,2.8
1303150802,1303150921,38.18302971,-4.3,0
1303150802,1303152065,84.66226541,9.4,9.4
1303150833,7369034027,7.95252945,0,0
1303150833,7369034033,7.721447629,0,0
1303150833,7369034025,7.124622731,0.1,0.1
1303150833,7369034030,6.876671395,0,0
1303150908,2187246721,37.70746583,-0.8,0
1303150908,2187246677,37.21005082,-0.4,0
1303150908,1303151798,85.80565159,4.3,4.3
1303150908,2187246832,33.54157785,-0.8,0
1303150921,3730509318,46.80689991,2.9,2.9
1303150921,1303150802,38.18302971,4.3,4.3
1303150921,1303152517,75.5475373,5.9,5.9
1303150950,7406094168,4.250824319,0,0
1303150950,1303151690,44.08809615,4.2,4.2
1303150950,1303149975,49.32759379,-4.8,0
1303151168,1303150040,32.2726816,0.6,0.6
1303151168,3800772440,69.76143668,2.4,2.4
1303151168,2187246691,63.88754488,5.1,5.1
1303151168,3800772443,58.47468569,-2.2,0
1303151172,1303150220,55.6156646,-3.8,0
1303151172,1457663906,31.0404741,1.6,1.6
1303151172,1303151724,94.11201469,-2.2,0
1303151197,2187247049,72.77767574,4.7,4.7
1303151197,2187246921,34.38235124,1.5,1.5
1303151197,1303149919,41.37961186,-1.3,0
1303151197,2187246864,33.55191681,1.2,1.2
1303151281,3731572075,9.003910035,0.1,0.1
1303151281,10736725900,5.042328334,0,0
1303151281,7369033897,6.609897675,0,0
1303151285,7369034024,5.566148144,0,0
1303151285,7369034025,115.34758,-2.9,0
1303151285,7369034023,7.073362059,0,0
1303151285,2187246349,78.7278668,-3.4,0
1303151393,2187246602,57.56172374,3.9,3.9
1303151393,1303151529,27.42167286,-1.4,0
1303151393,2637060829,96.72585949,2.5,2.5
1303151405,1303151724,46.89641504,3.6,3.6
1303151405,1303150220,91.29488439,2,2
1303151405,2598709682,38.25775439,-2,0
1303151405,1303151690,49.52250849,-4.9,0
1303151435,1303152180,33.83296517,1.7,1.7
1303151435,3800772439,32.36999084,-2.1,0
1303151435,1303152724,122.2790407,-2.8,0
1303151435,3800772440,70.06303469,-3.4,0
1303151529,1303151393,27.42167286,1.4,1.4
1303151529,2637060829,43.20512181,3.9,3.9
1303151529,2187246824,29.78852017,-0.5,0
1303151529,2187246549,131.7601729,-5.3,0
1303151563,2267232000,39.50831313,1.2,1.2
1303151563,2267231989,62.16839228,3.8,3.8
1303151563,4020938309,163.7192202,-3.7,0
1303151619,2598709682,40.20606885,3.6,3.6
1303151619,2187247066,42.70880186,-2.2,0
1303151619,7406094168,113.3118568,-3.5,0
1303151690,7366844987,3.546605871,0.1,0.1
1303151690,7366844986,6.244146347,0.1,0.1
1303151690,1303151405,49.52250849,4.9,4.9
1303151690,1303150950,44.08809615,-4.2,0
1303151694,10736725828,4.84972979,0,0
1303151719,7369033908,14.94887242,0.1,0.1
1303151719,7369033897,40.0642731,-1.2,0
1303151719,1303152065,206.1370662,12.9,12.9
1303151724,1302822664,32.89029221,2.4,2.4
1303151724,1303151405,46.89641504,-3.6,0
1303151724,2187247114,117.6244422,-8.6,0
1303151724,1303151172,94.11201469,2.2,2.2
1303151740,2187246941,69.46977292,-5.2,0
1303151740,2187247054,54.39855809,0.1,0.1
1303151740,2187247085,57.46809352,0.7,0.7
1303151740,13076848008,30.23092446,0.6,0.6
1303151798,2187246779,13.22501651,0.6,0.6
1303151798,2187246864,32.43460026,-1.3,0
1303151798,1303150908,85.80565159,-4.3,0
1303151801,4070953856,3.93692874,-0.1,0
1303151801,7366852027,29.47369718,-0.8,0
1303151801,2187246824,40.67070388,2,2
1303151802,3800772433,31.17084627,-1,0
1303151802,1303152517,32.07968791,-0.5,0
1303151802,1303152724,45.48043544,0.7,0.7
1303151833,1303149919,85.14141022,2.4,2.4
1303151833,1303149867,116.2147306,-1.4,0
1303151833,2187246937,35.97188674,2.3,2.3
1303151833,2187246832,36.43863002,1.1,1.1
1303151885,2187246989,56.09992593,1.7,1.7
1303151885,2187246918,36.23222065,-2,0
1303151885,2187246898,33.39860728,0.4,0.4
1303151885,2187246705,98.68695949,0.2,0.2
1303151961,2187246598,60.54250856,0.4,0.4
1303151961,1303150794,63.22722305,0.7,0.7
1303151961,2187246661,44.25622484,-0.3,0
1303152028,7369034022,6.534477428,0.1,0.1
1303152028,7369034014,41.91157987,-2.6,0
1303152028,2187246349,18.53030704,1.1,1.1
1303152065,1303152180,35.17612563,-2.1,0
1303152065,1303151719,206.1370662,-12.9,0
1303152065,1303150802,84.66226541,-9.4,0
1303152180,1303151435,33.83296517,-1.7,0
1303152180,1303152065,35.17612563,2.1,2.1
1303152180,1303149938,121.9155276,-10.1,0
1303152201,3731572076,30.88619727,0.8,0.8
1303152201,10736725922,33.10200085,0.5,0.5
1303152201,4070941289,38.85211793,-2.4,0
1303152231,1303150613,117.1843843,-10.8,0
1303152231,9269072326,30.43087892,-1.3,0
1303152231,2187247085,60.34265443,-1.4,0
1303152231,2187247134,124.2435396,-0.6,0
1303152303,1303150040,36.10069925,-0.7,0
1303152303,2187246718,24.36093557,0.9,0.9
1303152303,2187246723,39.88598552,0.2,0.2
1303152303,7369034030,114.4371478,0.4,0.4
1303152385,2187247080,24.0814921,1.3,1.3
1303152385,2187247042,60.1526475,-5,0
1303152385,2187246948,70.6899841,-5,0
1303152408,1303150794,43.36945644,-0.7,0
1303152408,2187246598,59.95445346,-1,0
1303152408,2187246779,66.53883197,-4.8,0
1303152517,1303151802,32.07968791,0.5,0.5
1303152517,4699680469,39.20498504,-4.1,0
1303152517,1303150921,75.5475373,-5.9,0
1303152657,7366852206,7.298962971,-0.2,0
1303152657,7366852198,6.251726829,0.2,0.2
1303152657,7366852207,7.794239756,0.1,0.1
1303152700,2187247066,6.48390989,0,0
1303152700,1303152736,116.743057,-6.3,0
1303152700,2187246964,60.26752132,-4.2,0
1303152724,1303150802,36.2118578,-2.8,0
1303152724,3800772438,30.791081,0.9,0.9
1303152724,1303151435,122.2790407,2.8,2.8
1303152724,1303151802,45.48043544,-0.7,0
1303152736,1303152700,116.743057,6.3,6.3
1303152736,2187246871,52.77706486,-4.7,0
1303152736,2187247110,133.1608471,8.7,8.7
1303152765,2187246451,64.41188489,-6.1,0
1303152765,6394962503,53.1559357,-9.7,0
1303152765,2187246602,63.21839722,1.8,1.8
1303152777,7366845051,53.72428769,-3.7,0
1303152777,7366852005,8.633435583,0.1,0.1
1303152777,7366852004,4.063235777,-0.1,0
1303152777,7366852002,54.72597175,3.9,3.9
1303152965,2187247005,37.35600263,2.2,2.2
1303152965,1303150613,59.90926961,-1.1,0
1303152965,2187246937,32.72887256,-2.3,0
1303152965,2187247087,110.9528537,5.8,5.8
1303152967,2187246918,34.60584196,1.7,1.7
1303152967,2637060829,31.34121864,-3.2,0
1303152967,2187247015,61.54141138,3.9,3.9
1303153103,1303150678,40.27000703,0.7,0.7
1303153103,2187246921,69.62533585,-3.8,0
1303153103,1303150794,58.71825676,1.9,1.9
1303243302,1303245196,6.437625421,0,0
1303243302,1303243326,42.39381971,-0.3,0
1303243302,1303244705,92.3872604,-0.4,0
1303243302,10736725995,44.35849102,-2,0
1303243309,1303244678,44.57760649,0.1,0.1
1303243309,2039371183,46.51234257,-0.2,0
1303243311,1303244649,38.85922074,1.6,1.6
1303243311,1303245831,24.75366769,-0.2,0
1303243311,1303244612,89.90521222,-2,0
1303243326,10736725999,5.825414367,0.2,0.2
1303243326,1303244705,139.6336057,-0.1,0
1303243326,1303245431,67.47964628,-1,0
1303243326,1303243302,42.39381971,0.3,0.3
1303243330,1303243700,45.3151309,-0.3,0
1303243330,1303244151,103.295097,1.1,1.1
1303243330,1303243765,78.44045089,-1.1,0
1303243330,1303245251,165.8286241,1.6,1.6
1303243337,2598709650,45.43159675,2.7,2.7
1303243337,1303245801,94.28895554,-3.1,0
1303243337,6957360462,45.00538943,3.2,3.2
1303243353,1484203358,33.47912808,-1.3,0
1303243353,1303245961,45.86274954,1.2,1.2
1303243353,10794673123,26.87911069,-1.8,0
1303243353,1303244466,175.9332363,9.6,9.6
1303243388,7368660750,8.88703297,0,0
1303243388,2587567973,41.86316547,0.9,0.9
1303243388,1303243654,33.46738828,-0.4,0
