id,name,feature,lat,lon,nearest_node
94,a,,35.558467,139.578545,2162438533.000000
95,a,,35.555561,139.578322,10721114692.000000
96,a,,35.560748,139.577743,1983118464.000000
97,a,,35.560075,139.565975,2039387112.000000
98,a,,35.566096,139.566945,6447149385.000000
99,a,,35.563395,139.576353,7369027664.000000
100,a,,35.564197,139.584468,7369033926.000000
101,a,,35.553927,139.565539,2268334585.000000
102,a,,35.568130,139.577347,2187247008.000000
103,a,,35.553083,139.569089,730906859.000000
104,a,,35.554702,139.566128,6394408458.000000
105,a,,35.566453,139.577044,2187246641.000000
106,a,,35.569001,139.571221,1303151563.000000
107,a,,35.562325,139.581414,3731644111.000000
108,a,,35.554362,139.568594,10732733201.000000
109,a,,35.564171,139.569545,1303246046.000000
110,a,,35.556975,139.572133,2268371105.000000
111,a,,35.562399,139.566357,6534663634.000000
112,a,,35.568708,139.587649,13336225512.000000
113,a,,35.555178,139.567072,6394408457.000000
114,a,,35.564388,139.581314,1303151802.000000
115,a,,35.553846,139.577064,1617305634.000000
116,a,,35.555106,139.571212,8796851741.000000
117,a,,35.565102,139.577689,7366852004.000000
118,a,,35.562802,139.575613,10750698996.000000
119,a,,35.571488,139.566590,908108531.000000
120,a,,35.560872,139.572141,461630321.000000
121,a,,35.559579,139.582215,1303244900.000000
122,a,,35.565084,139.587849,10735177983.000000
123,a,,35.561562,139.565561,1484203720.000000
124,a,,35.566116,139.574297,6407480811.000000
125,a,,35.555049,139.582611,10721102926.000000
126,a,,35.562418,139.574079,1984399487.000000
127,a,,35.558783,139.578554,7099852154.000000
128,a,,35.570714,139.582844,1302822678.000000
129,a,,35.564487,139.573666,2267294203.000000
130,a,,35.556633,139.567818,1484203420.000000
131,a,,35.568133,139.585612,9269014802.000000
132,a,,35.553401,139.569640,2139634750.000000
133,a,,35.564052,139.574329,2267294179.000000
134,a,,35.557662,139.575712,9983573486.000000
135,a,,35.560579,139.580689,5128327644.000000
136,a,,35.563389,139.569217,2555242407.000000
137,a,,35.555061,139.582342,10721102926.000000
138,a,,35.564723,139.578345,2187246369.000000
139,a,,35.564104,139.578836,10738679204.000000
140,a,,35.553917,139.584407,1728169982.000000
141,a,,35.553893,139.565809,2268334585.000000
142,a,,35.568426,139.567962,908108796.000000
143,a,,35.571073,139.569416,908108402.000000
144,a,,35.571513,139.574345,2598709711.000000
145,a,,35.565611,139.582610,3800772439.000000
146,a,,35.555208,139.577690,10723483823.000000
147,a,,35.559525,139.574437,7099851936.000000
148,a,,35.556995,139.570344,3926735721.000000
149,a,,35.559917,139.573085,1303243402.000000
150,a,,35.569883,139.565844,908108531.000000
151,a,,35.553981,139.584709,7125325619.000000
152,a,,35.557989,139.578672,1704577713.000000
153,a,,35.561024,139.576054,1983118458.000000
154,a,,35.557333,139.587196,2261866802.000000
155,a,,35.558384,139.578404,2162438533.000000
156,a,,35.553168,139.565720,2268334585.000000
157,a,,35.553859,139.572635,1303246004.000000
158,a,,35.559909,139.569325,5406585789.000000
159,a,,35.565763,139.576552,6394962503.000000
160,a,,35.557830,139.571034,1303245792.000000
161,a,,35.559989,139.571579,8808818566.000000
162,a,,35.563765,139.580483,7369034018.000000
163,a,,35.570221,139.576351,9269423062.000000
164,a,,35.564387,139.584520,7369033926.000000
165,a,,35.567070,139.572412,2267231899.000000
166,a,,35.570713,139.566166,908108531.000000
167,a,,35.562651,139.566892,2639302817.000000
168,a,,35.559587,139.574229,1303244259.000000
169,a,,35.553623,139.565531,2268334585.000000
170,a,,35.560810,139.577207,1983118464.000000
171,a,,35.565967,139.581809,2187246519.000000
172,a,,35.562657,139.573825,2574341576.000000
173,a,,35.553337,139.569225,730906859.000000
174,a,,35.568858,139.580217,2187247102.000000
175,a,,35.561074,139.584294,3803655172.000000
176,a,,35.554173,139.579668,8411254515.000000
177,a,,35.554293,139.567260,2267877234.000000
178,a,,35.558643,139.577712,1728170096.000000
179,a,,35.563954,139.570892,7368660658.000000
180,a,,35.556054,139.575768,10730038646.000000
181,a,,35.567914,139.574313,2187246964.000000
182,a,,35.559886,139.583344,1303244900.000000
183,a,,35.556279,139.575855,10730038646.000000
184,a,,35.565085,139.572943,1303244833.000000
185,a,,35.570044,139.579236,2187247175.000000
186,a,,35.565731,139.565874,6438955492.000000
187,a,,35.567150,139.576046,1303151393.000000
188,a,,35.563154,139.571259,1303244792.000000
189,a,,35.555945,139.570722,1303245665.000000
190,a,,35.562746,139.566459,6534663640.000000
191,a,,35.571160,139.569163,908108402.000000
192,a,,35.567031,139.582136,2187246707.000000
193,a,,35.560423,139.577161,1983118520.000000
194,a,,35.563259,139.580125,1303244001.000000
195,a,,35.556183,139.575248,9983573480.000000
196,a,,35.568856,139.573749,2598709682.000000
197,a,,35.568685,139.584341,9269585406.000000
198,a,,35.565615,139.587817,10803856438.000000
199,a,,35.556284,139.584212,1303309324.000000
200,a,,35.553360,139.567004,10732733563.000000
201,a,,35.559705,139.580994,5228128309.000000
202,a,,35.553955,139.579926,8411254500.000000
203,a,,35.556762,139.585761,6405281336.000000
204,a,,35.554609,139.586615,3732569009.000000
205,a,,35.570532,139.573090,1303151172.000000
206,a,,35.556127,139.571297,10908360096.000000
207,a,,35.568909,139.568058,908108719.000000
208,a,,35.566276,139.580931,2187246507.000000
209,a,,35.558315,139.566882,1484203528.000000
210,a,,35.555114,139.584977,7099852026.000000
211,a,,35.558303,139.576061,4070941403.000000
212,a,,35.565834,139.583265,3800772440.000000
213,a,,35.562248,139.566144,6534663635.000000
214,a,,35.570194,139.581989,9269072331.000000
215,a,,35.561417,139.579495,2574372170.000000
216,a,,35.559674,139.569204,5406585789.000000
217,a,,35.570254,139.583639,9269014617.000000
218,a,,35.554422,139.587142,3732569012.000000
219,a,,35.562760,139.582324,1303243610.000000
220,a,,35.556152,139.578171,10721114713.000000
221,a,,35.555382,139.575850,6452247825.000000
222,a,,35.554836,139.579020,2639302690.000000
223,a,,35.560336,139.587331,2261867008.000000
224,a,,35.559558,139.576416,7099851923.000000
225,a,,35.570330,139.573763,1457663906.000000
226,a,,35.558786,139.576023,2245132776.000000
227,a,,35.559039,139.574891,1303245572.000000
228,a,,35.566408,139.584253,2187246669.000000
229,a,,35.565300,139.577840,7366852004.000000
230,a,,35.565799,139.577496,2187246468.000000
231,a,,35.566362,139.586879,2187246619.000000
232,a,,35.564069,139.567473,6452310958.000000
233,a,,35.561573,139.580830,7369033966.000000
234,a,,35.568753,139.587258,13336225512.000000
235,a,,35.553235,139.574754,10734835060.000000
236,a,,35.568897,139.570259,2267231989.000000
237,a,,35.567007,139.582066,2187246707.000000
238,a,,35.555989,139.583154,916037163.000000
239,a,,35.565989,139.580064,2187246410.000000
240,a,,35.555110,139.566817,6394408457.000000
241,a,,35.568267,139.570509,2267231936.000000
242,a,,35.571539,139.568985,908108402.000000
243,a,,35.561647,139.565484,1484203720.000000
244,a,,35.553384,139.577253,8411280161.000000
245,a,,35.562571,139.567448,2639302817.000000
246,a,,35.554488,139.572478,8796851734.000000
247,a,,35.561731,139.578270,2162438528.000000
248,a,,35.565769,139.570342,1303243664.000000
249,a,,35.554572,139.569774,8796848802.000000
250,a,,35.571251,139.566520,908108531.000000
251,a,ƒívøã¶,35.566609,139.586984,2187246619.000000
252,a,€,35.557336,139.585081,6405281339.000000
253,a,ƒívÀhúv(å¶,35.555551,139.575633,6452247825.000000
254,a,,35.566584,139.586455,2187246619.000000
255,a,ê¶,35.565148,139.582444,1303152065.000000
256,a,,35.561746,139.570965,6437962865.000000
257,a,é¶,35.566351,139.578833,2187246598.000000
258,a,@ïv0,35.563315,139.566089,1484203848.000000
259,a,ê¶,35.565312,139.579231,2187246427.000000
260,a,è¶,35.565944,139.583401,3800772440.000000
261,a,,35.562620,139.577460,7368658441.000000
262,a,,35.566798,139.574311,2187246625.000000
263,a,ï¶,35.571270,139.585946,1302823149.000000
264,a,ñ¶,35.564578,139.584205,3803654338.000000
265,a,,35.556793,139.573962,2268370400.000000
266,a,,35.564699,139.565863,2139661954.000000
267,a,cúv5ìv<cúv˜ì¶,35.562834,139.566947,6534663641.000000
268,a,,35.560946,139.574521,1303245898.000000
269,a,,35.569390,139.566720,908108580.000000
270,a,,35.566301,139.578187,7366851996.000000
271,a,,35.570223,139.577385,9269278334.000000
272,a,ñ¶,35.570262,139.582828,1302822678.000000
273,a,,35.565440,139.578542,2187246386.000000
274,a,,35.569738,139.578794,1302821907.000000
275,a,,35.565156,139.571523,1303244266.000000
276,a,,35.569455,139.576244,1302821453.000000
277,a,mïvHô¶,35.560638,139.585727,10736725991.000000
278,a,ô¶,35.568749,139.576874,2187247073.000000
279,a,,35.558855,139.566188,1484203559.000000
280,a,,35.560883,139.567875,2626054993.000000
281,a,ÿuÿvÿwÿxÿyÿzÿ{ÿ|ÿ}ÿ~ÿÿ€ÿÿ‚ÿƒÿ„ÿ…ÿ†ÿ‡ÿˆÿ‰ÿŠÿ‹ÿŒÿÿŽÿÿÿ‘ÿ’ÿ“ÿ”ÿ•ÿ–ÿ—ÿ˜ÿ™ÿšÿ›ÿœÿÿžÿŸÿ ,35.562412,139.574976,1984399490.000000
282,a,,35.561761,139.567269,1484203758.000000
283,a,µçv,35.553595,139.568407,10732733202.000000
284,a,,35.563982,139.579249,4019955910.000000
285,a,,35.569130,139.569051,11954201559.000000
286,a,,35.563299,139.579574,1303244494.000000
287,a,,35.570957,139.585446,1302821937.000000
288,a,,35.553435,139.571512,1303245797.000000
289,a,,35.553026,139.575723,10712492270.000000
290,a,,35.561914,139.582332,1303245549.000000
291,a,,35.570825,139.580854,13076852447.000000
292,a,,35.567063,139.572658,2267231889.000000
293,a,ê,35.557047,139.573654,1303244084.000000
294,a,,35.554842,139.583279,916037104.000000
295,a,jè,35.558693,139.581105,7099852007.000000
296,a,ý,35.555650,139.568945,10732732932.000000
297,a,,35.570832,139.580678,13076852447.000000
298,a,,35.566385,139.584683,2187246669.000000
299,a,,35.565106,139.569130,4070953801.000000
